game_id,season,week,gameday,away_team,home_team,home_score,away_score,result,home_win_actual,incumbent_home_win_prob,base_incumbent_prob,predicted_winner,confidence_bucket,model_version,model_date,training_seasons,feature_set,calibration_method,model_holdout_ll,elo_k,elo_hfa,elo_reg,elo_decay,elo_qb_bonus,overlay_gamma,overlay_cap,overlay_gate_active,home_qb_adj,away_qb_adj,caution_qb_change,caution_neutral,caution_early_season,caution_missing_features,caution_model_market_disagreement,market_model_diff,market_prob_diagnostic,market_minus_model_diagnostic,qb_change_flag,game_type,roof,surface,weekday,div_game,log_loss,brier,correct,actual_winner,is_favorite_correct,is_underdog_correct
2019_02_KC_OAK,2019,2,2019-09-15,KC,OAK,10,28,-18,0.0,0.4080338140028624,0.4080338140028624,KC,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-24.0,36.9,0,0,1,0,0,-0.1321,0.2759,-0.1321,0,REG,outdoors,grass,Sunday,1,0.5243,0.1665,1,KC,0,1
2019_16_DAL_PHI,2019,16,2019-12-22,DAL,PHI,17,9,8,1.0,0.5947883901438044,0.5947883901438045,PHI,55-60,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-8.6,27.5,0,0,0,0,0,-0.1275,0.4673,-0.1275,0,REG,outdoors,grass,Sunday,1,0.5195,0.1642,1,PHI,1,0
2019_11_BUF_MIA,2019,11,2019-11-17,BUF,MIA,20,37,-17,0.0,0.4044117099169871,0.4504432699741303,BUF,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-40.3,-7.3,0,0,0,0,0,-0.1369,0.2675,-0.1369,0,REG,outdoors,grass,Sunday,1,0.5182,0.1635,1,BUF,0,1
2019_04_MIN_CHI,2019,4,2019-09-29,MIN,CHI,16,6,10,1.0,0.599694557219555,0.599694557219555,CHI,55-60,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,28.7,-23.2,0,0,1,0,0,-0.1067,0.493,-0.1067,0,REG,outdoors,grass,Sunday,1,0.5113,0.1602,1,CHI,1,0
2019_14_MIA_NYJ,2019,14,2019-12-08,MIA,NYJ,22,21,1,1.0,0.6065142956210173,0.6065142956210173,NYJ,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-42.5,-40.7,0,0,0,0,0,0.0564,0.6629,0.0564,0,REG,outdoors,fieldturf,Sunday,1,0.5,0.1548,1,NYJ,1,0
2019_07_KC_DEN,2019,7,2019-10-17,KC,DEN,6,30,-24,0.0,0.3930092831986732,0.4188222463356585,KC,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,12.0,30.6,0,0,0,0,0,0.0236,0.4166,0.0236,0,REG,outdoors,grass,Thursday,1,0.4992,0.1545,1,KC,0,1
2019_09_CHI_PHI,2019,9,2019-11-03,CHI,PHI,22,14,8,1.0,0.6075306779939729,0.6075306779939729,PHI,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-4.0,18.0,0,0,0,0,0,0.067,0.6746,0.067,0,REG,outdoors,grass,Sunday,0,0.4984,0.154,1,PHI,1,0
2019_16_CIN_MIA,2019,16,2019-12-22,CIN,MIA,38,35,3,1.0,0.6083568702772724,0.6390128795552145,MIA,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-45.1,-17.3,0,0,0,0,0,-0.1368,0.4716,-0.1368,0,REG,outdoors,grass,Sunday,0,0.497,0.1534,1,MIA,1,0
2019_15_TB_DET,2019,15,2019-12-15,TB,DET,17,38,-21,0.0,0.3878774362340755,0.4014915526829157,TB,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-46.0,-30.1,0,0,0,0,0,-0.074,0.3139,-0.074,0,REG,dome,fieldturf,Sunday,0,0.4908,0.1504,1,TB,0,1
2019_07_LA_ATL,2019,7,2019-10-20,LA,ATL,10,37,-27,0.0,0.3868118032850343,0.3868118032850343,LA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,3.0,18.0,0,0,0,0,0,0.0215,0.4083,0.0215,0,REG,open,fieldturf,Sunday,0,0.4891,0.1496,1,LA,0,1
2019_06_SEA_CLE,2019,6,2019-10-13,SEA,CLE,28,32,-4,0.0,0.3837984211765022,0.3837984211765022,SEA,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,7.4,41.4,0,0,0,0,0,0.1335,0.5173,0.1335,0,REG,outdoors,grass,Sunday,0,0.4842,0.1473,1,SEA,0,1
2019_15_CHI_GB,2019,15,2019-12-15,CHI,GB,21,13,8,1.0,0.6167037467090177,0.6167037467090177,GB,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,31.7,24.1,0,0,0,0,0,0.0502,0.6669,0.0502,0,REG,outdoors,grass,Sunday,1,0.4834,0.1469,1,GB,1,0
2019_07_NO_CHI,2019,7,2019-10-20,NO,CHI,25,36,-11,0.0,0.3821816559310566,0.3676135948232734,NO,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,34.2,23.4,1,0,0,0,1,0.28,0.6621,0.28,1,REG,outdoors,grass,Sunday,0,0.4816,0.1461,1,NO,0,1
2019_06_DET_GB,2019,6,2019-10-14,DET,GB,23,22,1,1.0,0.617931489017087,0.617931489017087,GB,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,28.8,-24.7,0,0,0,0,0,0.0292,0.6471,0.0292,0,REG,outdoors,grass,Monday,1,0.4814,0.146,1,GB,1,0
2019_04_CIN_PIT,2019,4,2019-09-30,CIN,PIT,27,3,24,1.0,0.621404801064059,0.6629052666437165,PIT,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-40.5,-8.6,0,0,1,0,0,0.0038,0.6252,0.0038,0,REG,outdoors,grass,Monday,1,0.4758,0.1433,1,PIT,1,0
2019_12_JAX_TEN,2019,12,2019-11-24,JAX,TEN,42,20,22,1.0,0.621596156021961,0.6797212791062318,TEN,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-17.1,27.4,0,0,0,0,0,0.0519,0.6735,0.0519,0,REG,outdoors,grass,Sunday,1,0.4755,0.1432,1,TEN,1,0
2019_19_MIN_SF,2019,19,2020-01-11,MIN,SF,27,10,17,1.0,0.621553882856117,0.621553882856117,SF,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,104.5,-10.4,0,0,0,0,0,0.1201,0.7417,0.1201,0,DIV,outdoors,grass,Saturday,0,0.4755,0.1432,1,SF,1,0
2019_10_CAR_GB,2019,10,2019-11-10,CAR,GB,24,16,8,1.0,0.6219980471347325,0.6343668828854399,GB,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,30.8,61.7,0,0,0,0,0,0.0536,0.6756,0.0536,0,REG,outdoors,grass,Sunday,0,0.4748,0.1429,1,GB,1,0
2019_03_BAL_KC,2019,3,2019-09-22,BAL,KC,33,28,5,1.0,0.624785800504692,0.624785800504692,KC,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,42.5,46.6,0,0,1,0,0,0.0407,0.6655,0.0407,0,REG,outdoors,astroturf,Sunday,0,0.4703,0.1408,1,KC,1,0
2019_02_CLE_NYJ,2019,2,2019-09-16,CLE,NYJ,3,23,-20,0.0,0.372598946283522,0.415729217471543,CLE,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-26.9,4.5,1,0,1,0,0,-0.0875,0.2851,-0.0875,1,REG,outdoors,fieldturf,Monday,0,0.4662,0.1388,1,CLE,0,1
2019_03_ATL_IND,2019,3,2019-09-22,ATL,IND,27,24,3,1.0,0.6291884228206713,0.6291884228206713,IND,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,-79.5,10.0,0,0,1,0,0,-0.1052,0.524,-0.1052,0,REG,closed,fieldturf,Sunday,0,0.4633,0.1375,1,IND,1,0
2019_04_WAS_NYG,2019,4,2019-09-29,WAS,NYG,24,3,21,1.0,0.6315034111333765,0.5815492944962942,NYG,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,0.8,-35.6,0,0,1,0,0,-0.0276,0.6039,-0.0276,0,REG,outdoors,fieldturf,Sunday,1,0.4597,0.1358,1,NYG,1,0
2019_14_TEN_OAK,2019,14,2019-12-08,TEN,OAK,21,42,-21,0.0,0.3664525973818137,0.3814097333198233,TEN,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-22.5,-11.4,0,0,0,0,0,0.0452,0.4116,0.0452,0,REG,outdoors,grass,Sunday,0,0.4564,0.1343,1,TEN,0,1
2019_13_MIN_SEA,2019,13,2019-12-02,MIN,SEA,37,30,7,1.0,0.6390513570708399,0.6390513570708399,SEA,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,45.5,-12.5,0,0,0,0,0,-0.0484,0.5907,-0.0484,0,REG,outdoors,fieldturf,Monday,0,0.4478,0.1303,1,SEA,1,0
2019_09_TEN_CAR,2019,9,2019-11-03,TEN,CAR,30,20,10,1.0,0.6398695169754487,0.5603665859466945,CAR,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,50.8,-17.7,0,0,0,0,0,-0.0147,0.6252,-0.0147,0,REG,outdoors,grass,Sunday,0,0.4465,0.1297,1,CAR,1,0
2019_05_ATL_HOU,2019,5,2019-10-06,ATL,HOU,53,32,21,1.0,0.6416767689309212,0.6416767689309212,HOU,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,21.9,6.4,0,0,0,0,0,0.0153,0.6569,0.0153,0,REG,closed,grass,Sunday,0,0.4437,0.1284,1,HOU,1,0
2019_01_BAL_MIA,2019,1,2019-09-08,BAL,MIA,10,59,-49,0.0,0.3556084987651818,0.453976665499334,BAL,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-40.5,31.2,0,0,1,0,0,-0.0866,0.269,-0.0866,0,REG,outdoors,grass,Sunday,0,0.4394,0.1265,1,BAL,0,1
2019_19_SEA_GB,2019,19,2020-01-12,SEA,GB,28,23,5,1.0,0.6490686017540116,0.6490686017540116,GB,60-65,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,35.1,40.2,0,0,0,0,0,0.0234,0.6725,0.0234,0,DIV,outdoors,grass,Sunday,0,0.4322,0.1232,1,GB,1,0
2019_08_NYG_DET,2019,8,2019-10-27,NYG,DET,31,26,5,1.0,0.6584779922142642,0.6605462235988158,DET,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-28.4,-26.8,0,0,0,0,0,0.0487,0.7072,0.0487,0,REG,dome,fieldturf,Sunday,0,0.4178,0.1166,1,DET,1,0
2019_05_CLE_SF,2019,5,2019-10-07,CLE,SF,31,3,28,1.0,0.658645950311591,0.6288227879821995,SF,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,86.7,17.4,0,0,0,0,0,0.0159,0.6746,0.0159,0,REG,outdoors,grass,Monday,0,0.4176,0.1165,1,SF,1,0
2019_08_CAR_SF,2019,8,2019-10-27,CAR,SF,51,13,38,1.0,0.6606192574541017,0.6606192574541017,SF,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,108.4,68.2,0,0,0,0,0,-0.0033,0.6573,-0.0033,0,REG,outdoors,grass,Sunday,0,0.4146,0.1152,1,SF,1,0
2019_14_LAC_JAX,2019,14,2019-12-08,LAC,JAX,10,45,-35,0.0,0.3362521951142446,0.3376668994872523,LAC,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-11.7,-10.6,1,0,0,0,0,0.0385,0.3748,0.0385,1,REG,outdoors,grass,Sunday,0,0.4099,0.1131,1,LAC,0,1
2019_04_NE_BUF,2019,4,2019-09-29,NE,BUF,10,16,-6,0.0,0.3360703153506031,0.3852576111027161,NE,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,2.9,84.5,0,0,1,0,0,-0.0764,0.2596,-0.0764,0,REG,outdoors,astroturf,Sunday,1,0.4096,0.1129,1,NE,0,1
2019_16_BUF_NE,2019,16,2019-12-21,BUF,NE,24,17,7,1.0,0.6666741532977983,0.6666741532977983,NE,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,82.1,15.5,0,0,0,0,0,0.0556,0.7222,0.0556,0,REG,outdoors,grass,Saturday,1,0.4055,0.1111,1,NE,1,0
2019_13_NO_ATL,2019,13,2019-11-28,NO,ATL,18,26,-8,0.0,0.3331115063051679,0.3331115063051679,NO,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,3.9,22.0,0,0,0,0,0,-0.0722,0.2609,-0.0722,0,REG,closed,fieldturf,Thursday,1,0.4051,0.111,1,NO,0,1
2019_11_DAL_DET,2019,11,2019-11-17,DAL,DET,27,35,-8,0.0,0.3327262934720586,0.4320834516467285,DAL,50-55,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-69.7,33.4,0,0,0,0,0,-0.0961,0.2366,-0.0961,0,REG,dome,fieldturf,Sunday,0,0.4046,0.1107,1,DAL,0,1
2019_07_OAK_GB,2019,7,2019-10-20,OAK,GB,42,24,18,1.0,0.6678737809813251,0.6678737809813251,GB,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,30.2,-19.9,0,0,0,0,0,0.0194,0.6873,0.0194,0,REG,outdoors,grass,Sunday,0,0.4037,0.1103,1,GB,1,0
2019_01_HOU_NO,2019,1,2019-09-09,HOU,NO,30,28,2,1.0,0.6686127999871787,0.6686127999871787,NO,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,22.8,26.7,0,0,1,0,0,0.0696,0.7382,0.0696,0,REG,dome,astroturf,Monday,0,0.4026,0.1098,1,NO,1,0
2019_01_PIT_NE,2019,1,2019-09-08,PIT,NE,33,3,30,1.0,0.6694142408224761,0.6694142408224761,NE,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,0,83.5,43.5,0,0,1,0,0,0.0087,0.6781,0.0087,0,REG,outdoors,grass,Sunday,0,0.4014,0.1093,1,NE,1,0
2019_01_IND_LAC,2019,1,2019-09-08,IND,LAC,30,24,6,1.0,0.6726756441223896,0.6233680504793364,LAC,65-70,v3.0.0,2026-06-29,2021-2024,qb_changed + rolling_mov_3 + frozen QB overlay,"Platt + frozen QB overlay (logit-space, gated changed OR starts<17, gamma=1.0, cap=40)",0.62,36,40,0.1,32,0.2,1.0,40,1,-2.4,-85.7,0,0,1,0,0,0.036,0.7086,0.036,0,REG,outdoors,grass,Sunday,0,0.3965,0.1071,1,LAC,1,0
